length_cm,AMERICAN PLAICE,COD(ATLANTIC),HERRING(ATLANTIC),ATLANTIC HALIBUT ,REDFISH UNSEPARATED,"TURBOT, GREENLAND HALIBUT",HADDOCK,SANDLANCES,SILVER HAKE,SPINY DOGFISH,WHITE HAKE,WITCH FLOUNDER,YELLOWTAIL FLOUNDER,YEAR
36,7421278.703,3625117.465,392306163.5,,824105.4002,,23410044.68,,1899834.322,,809831.2025,960892.7779,4145176.658,1991
37,8345857.828,4558734.764,203077873.6,,685426.3579,645772.938,20806453.65,,1673883.542,248225.3618,794236.8852,675082.1119,3291564.945,1991
38,4840071.622,4282237.116,99525752.15,,1575505.394,,18263333.32,,348214.4343,,554018.4787,504332.7696,1312605.762,1991
39,3812846.125,4673433.853,46913136.29,,865640.3923,,14242944.35,,239020.5329,,426045.4229,504281.6828,1213571.014,1991
40,2689524.609,4090049.239,9860841.45,53294.55367,238394.7914,54595.26308,13167440.4,,112157.935,,750558.1565,420887.3184,486821.2914,1991
41,1818520.755,3148727.975,1474019.6,,78668.90108,136169.3625,10183992.92,,228249.253,,349374.0608,973998.2516,330198.309,1991
42,2021703.289,3989867.751,,,,49405.11337,11000130.9,,176082.4036,,293572.4495,568142.9623,174084.3066,1991
43,1199373.424,3149968.144,,34203.73791,51189.20609,94422.88635,6550375.134,,30985.54896,,361555.4546,731857.3599,99221.08952,1991
44,1036213.078,2834882.695,,37382.9424,,273799.8373,7095153.387,,29937.47983,,352102.2818,204628.7317,81098.26742,1991
45,920600.0089,2468601.102,,,,55217.51895,5803399.307,,129646.7358,,294687.9783,117604.1696,30921.81061,1991
46,878658.0391,2488306.806,,83600.28757,,110074.8506,6215391.589,,69699.03772,,228532.5928,158216.4808,51029.31001,1991
47,723257.4768,2186459.291,,25717.32646,,,4282805.676,,34085.28173,,237556.404,239643.2991,,1991
48,282881.4609,2234816.714,,61040.58942,23497.06749,,4109047.504,,,,186132.9475,65098.68875,,1991
49,398811.7578,1474472.042,,,44814.69629,35882.76089,3136053.636,,51719.23436,,76462.66768,287041.707,,1991
50,439758.0921,1985292.328,,,,34933.47815,1446959.636,,,,183820.8629,,,1991
51,327541.8622,1194153.599,,102378.3917,,36214.17376,878941.3719,,49425.38459,52321.76819,333944.8696,110251.346,,1991
52,117333.066,1011837.37,,118713.0023,,,815931.0095,,,,181358.499,25256.55975,,1991
53,147492.0856,894631.3366,,53416.17089,,,384497.0211,,56111.17956,,231564.6897,,,1991
54,226621.2764,716829.9175,,18787.58398,,,185618.5669,,,44223.45628,323373.2696,,,1991
55,68553.67637,563581.5133,,,,,45486.51497,,,,74303.99259,,,1991
56,85242.55944,865411.0551,,54505.88481,,,129379.1856,,,,142082.0785,,,1991
57,42639.34973,502801.0558,,41231.5931,,30565.15923,37374.77663,,,,94026.28922,,,1991
58,57886.17313,392539.7685,,,,,64353.39458,,41718.24403,,199027.2287,,,1991
59,41606.77577,274656.4733,,,,,5581.170846,,,,207196.619,,,1991
60,,325911.4954,,,,,5606.427141,,,45570.07029,189022.3375,,,1991
61,,257965.293,,215660.7454,,,5408.552631,,,,204787.5935,,,1991
62,,138168.6446,,,,,,,,79975.61584,238922.3394,,,1991
63,14355.25342,354131.653,,115991.5457,,,,,,88621.23864,242672.254,,,1991
64,,119970.6977,,19261.10325,,,19602.37842,,,43962.70062,131366.9171,,,1991
65,,65318.36677,,,,,,,,43645.52082,355554.2062,,,1991
66,,175731.8252,,,,,,,,29552.2494,174863.9903,,,1991
67,,66994.68336,,,,,,,,,133450.3994,,,1991
68,,174329.9189,,18847.71588,,,33772.37868,,,101269.9653,160007.4847,,,1991
69,,81842.41133,,,,,,,,29059.43259,21982.82018,,,1991
70,,27605.59081,,,,,,,,,,,,1991
71,,85364.79017,,48347.02959,,,,,,,48689.53164,,,1991
72,,56124.81682,,14822.2705,,,,,,57372.07466,21700.3549,,,1991
73,,,,,,,,,,,39604.52777,,,1991
74,,52835.91544,,,,,,,,28488.8525,,,,1991
75,,34419.16664,,27301.28532,,,,,,,,,,1991
76,,,,,,24656.66201,,,,28324.97134,,,,1991
77,,36678.26583,,,,,,,,56507.44547,,,,1991
78,,11353.39779,,,,,,,,28188.76901,,,,1991
79,,11349.14424,,,,,,,,21279.38752,,,,1991
81,,,,,,,,,,,38833.39627,,,1991
82,,,,,,,,,,12608.2223,,,,1991
83,,,,37636.57802,,,,,,,,,,1991
85,,11333.10836,,,,,,,,,,,,1991
86,,,,18208.40655,,,,,,,,,,1991
87,,11330.1463,,,,,,,,,,,,1991
88,,,,17257.05069,,,,,,,,,,1991
89,,34922.7078,,,,,,,,,,,,1991
91,,11326.22691,,,,,,,,,,,,1991
92,,29183.11352,,,,,,,,,,,,1991
94,,29180.26895,,,,,,,,,,,,1991
95,,16047.17909,,,,,,,,,,,,1991
97,,39363.22227,,,,,,,,,,,,1991
99,,16045.38132,,,,,,,,,,,,1991
100,,13130.21503,,,,,,,,,,,,1991
102,,38688.86474,,,,,,,,,,,,1991
104,,55757.70713,,,,,,,,,,,,1991
105,,39358.00328,,,,,,,,,,,,1991
109,,43547.64543,,,,,,,,,,,,1991
110,,21773.71933,,,,,,,,,,,,1991
6,,,,,,,,7773865.124,,,,,,1992
7,,,,,267944.7906,,,11917877.31,,,,,,1992
8,,987103.9188,,,703397.6409,,,8859935.649,,,,1631041.026,,1992
9,3791508.966,,,,2188473.133,,,442900.3047,,,,748786.4233,542480.6541,1992
10,9828022.82,,,,5703091.057,,,6150025.55,538823.8412,,,,1339081.172,1992
11,7198144.8,,,,13426939.28,,,12488519.32,,,,,438138.2187,1992
12,6452973.109,,,,24233397.02,,,33339484.18,908517.5141,,,2040515.239,,1992
13,16235688.09,,,,48610653.01,,,63866525.98,,,,2344518.714,,1992
14,6778363.647,,,,36516293.64,281997.65,,28737340.39,,,,881314.448,1961856.913,1992
15,14134633.81,836954.8467,,,80861436.06,,,32085819.86,1660365.853,,,1191075.388,7340124.748,1992
16,14075627.1,2195950.553,,,120282122,,,27250456.27,6145348.259,,,715954.1548,10553877.52,1992
17,18196558,9545165.531,,,184708117,662693.4142,223436.3472,27249073.87,11287985.73,,,1938188.775,9126380.728,1992
18,24465897.92,26036088.26,,,401173401.9,291757.2777,,18307956.23,17961930.22,,,3209330.054,5667984.987,1992
19,18968460.4,28944863.73,1336325.799,,422271980,,78768.60785,3729362.878,12099588.47,,,3165225.574,9820663.707,1992
20,28432286.49,33523991.58,,,365108885.2,,529849.2856,9643531.657,6847239.541,,609638.3636,3267476.411,9435720.773,1992
21,32760243.07,26489389.13,,,147171245.3,,2429338.454,4260535.54,2340688.252,,,2542686.991,11379803.67,1992
22,45091419.05,16201167.69,,,50451446.38,125585.36,1527416.512,,1336869.092,,183867.0837,1735164.036,23005112.18,1992
23,46880736.27,12775962.45,,,18563789.06,,993589.0287,,2458691.656,,137771.809,2405273.535,36503068.96,1992
24,37194721.85,9323205.659,,,23192502.87,,803939.4328,1774293.622,5837225.701,,411315.5665,1695911.537,52340979.24,1992
25,32745652.11,7562370.889,785317.9729,,30868328.22,,249508.1209,1774293.622,13635724.86,,508651.7963,2072361.963,51778386.85,1992
26,26097199.99,6386639.36,,,30625105.37,,193152.7967,442900.3047,20642216.47,,621756.7833,474773.1808,54679355.25,1992
27,22715196.1,5050626.083,1743320.217,,31719930.34,,145151.9403,1243120.959,21457242.77,,477518.0932,1701513.714,52163613.16,1992
28,21092021.61,4650297.255,1494274.472,,37737267.62,,473933.1434,,23931119.81,,840957.9091,1379273.193,41752275.34,1992
29,13689839.62,5284019.221,4005022.797,,19433403.95,,517849.2545,,14900287.02,,1035786.322,1045369.329,29719765.62,1992
30,14383419.61,6856475.291,16923701.97,,16886877.23,70701.96867,1444808.875,,11427478.58,,1252410.174,1726975.691,25503362.75,1992
31,12783349.5,5546313.195,38496744.32,,5941685.393,,1029287.406,,10676665.47,,1613408.684,1893801.375,18447572.19,1992
32,13795916.19,6330235.301,,,4735752.655,,2707207.822,,4587450.546,,1346637.603,2005746.594,14151773.32,1992
33,10318102.39,7369419.544,68818953.22,,2160891.962,,3736909.239,,3107865.025,,1820572.975,1673691.751,9912190.841,1992
34,9514533.221,7732376.467,137237604.6,,1204284.749,,10093902.92,,1559769.022,,2424781.073,1575391.309,7645252.28,1992
35,7731009.1,8473947.85,215067970.6,,455202.0761,42058.91756,11362714.39,,1048894.926,,2312771.984,1057995.674,5902498.351,1992
36,7209206.611,5602915.19,286401662.7,,405967.6559,,14313136.88,,547685.7046,88226.64681,2097944.104,682051.6202,4847737.18,1992
37,4743684.572,5142995.318,158440610.1,,396021.8488,42630.14253,12269766.92,,330646.4198,,1669821.626,916897.0606,3935647.833,1992
38,4304085.537,4524319.443,43171306.61,,356907.1089,,11352293.83,,83560.33471,,1937978.891,474659.9184,1257766.261,1992
39,3524739.902,4404485.948,4876552.747,,297286.7915,89123.13687,8087417.306,,91770.43917,,1429970.344,306047.5747,1230094.025,1992
40,2900605.843,4001566.821,,,180078.6923,48529.12274,8242268.603,,32847.31958,,1130402.524,267763.8606,885766.3268,1992
41,1845796.359,3727579.937,,76343.97063,107933.3225,34063.96855,5923024.017,,70506.68303,,1021695.105,510455.7157,351602.6739,1992
42,1302057.171,4281191.246,,,105860.422,,4759112.815,,75660.2161,,841050.0003,422215.6569,572314.9692,1992
43,1452242.819,3649868.441,,,60484.02345,,3592759.498,,190820.7377,,639416.9857,113721.788,208212.0829,1992
44,638951.2453,3890697.015,,,,,2625348.179,,,,535691.7951,236842.6644,238457.3651,1992
45,1246399.604,2609044.508,,,39707.79594,,2277739.256,,,,570400.8701,,49381.69916,1992
46,464717.2291,3360142.089,,,,,2012012.611,,,,204137.3163,70820.21637,35613.03933,1992
47,358255.6096,2504267.046,,,,,1464301.635,,8936.122434,,325861.7095,117007.6235,32505.47009,1992
48,378443.865,1020976.642,,,,,1358321.158,,124534.3355,,271110.5885,151220.2113,,1992
49,314821.5497,2217683.086,,,,,909614.1563,,48613.35382,54750.04015,192102.8261,,,1992
50,195778.488,2031020.288,,30741.61254,,32992.72936,863826.7254,,20889.5957,,232477.1642,25800.76588,,1992
51,238996.2275,2053541.28,,,,,624745.533,,52321.76819,,44506.59337,79107.14268,,1992
52,186588.5132,1294745.202,,,,,546638.3071,,18728.89476,,108053.5166,40547.91591,,1992
53,33299.12897,1355789.801,,22335.49813,,,279008.9316,,,,37746.42987,,,1992
54,66288.88297,967630.121,,8694.870691,,,120643.6872,,,,170742.3232,,,1992
55,,920635.7692,,81666.35612,,29739.91957,134537.9597,,43176.023,,104796.2539,23257.02411,,1992
56,8727.729804,966768.0321,,,,,192487.8198,,,,47350.66974,,,1992
57,,721154.8275,,27856.22364,,,74640.05519,,,47232.32658,70860.20423,,,1992
58,22285.97182,586850.2808,,64721.73952,,,21239.5058,,51997.77663,,42364.9182,,,1992
59,,569096.3601,,,,,5380.920503,,,,17740.45609,,,1992
60,,757378.8305,,44857.03444,,,21925.96711,,,,22191.67485,,,1992
61,,429915.5688,,,,,12294.4414,,,45110.87811,,,,1992
62,24707.36248,349909.5252,,19830.10466,,,16746.03294,,,134076.7677,63535.71699,,,1992
63,,456520.4205,,25306.60014,,24531.36648,15920.28583,,,132931.858,44310.61932,,,1992
64,,193292.2127,,37535.88914,,,,,,175850.8025,,,,1992
65,,171847.6901,,36319.70835,,,,,,130936.5624,11915.37873,,,1992
66,,63353.7638,,64229.21761,,,,,,190538.6257,,,,1992
67,,82129.98279,,72355.76432,,,15167.41998,,,252253.7724,,,,1992
68,,101301.0356,,29861.94469,,,15008.30714,,,439875.146,97132.18648,,,1992
69,,50890.10441,,17808.84242,,,,,,375792.598,51858.94256,,,1992
70,,65978.2839,,17742.86332,,23651.12839,,,,343969.7962,,,,1992
71,,38169.69731,,17683.81606,,,,,,244507.697,40387.75956,,,1992
72,,,,,,,,,,401460.4798,,,,1992
73,,57147.51812,,15321.55733,,,,,,305376.7713,,,,1992
74,,38069.54201,,35082.71441,,,,,,399214.9777,,,,1992
75,,35504.49494,,17503.48043,,,,,,243491.1592,,,,1992
76,,19011.40046,,,,,,,,124667.4411,,,,1992
77,,,,17439.24695,,,,,,293002.8542,,,,1992
78,,,,,,,,,,188229.9502,,,,1992
79,,23205.20458,,,,,,,,131577.7168,,,,1992
80,,,,,,,,,,41189.91578,,,,1992
81,,24264.42073,,,,,,,,246706.2822,,,,1992
82,,18970.44753,,,,,,,,41051.89074,,,,1992
83,,18966.39903,,,,,,,,58275.1674,,,,1992
84,,18962.88295,,,,,,,,40937.17753,,,,1992
85,,18959.82927,,,,,,,,,,,,1992
86,,18957.17719,,,,,,,,,,,,1992
87,,,,52274.67423,,,,,,,,,,1992
89,,18951.13616,,,,,,,,40728.15393,,,,1992
90,,,,28451.55611,,,,,,,,,,1992
91,,,,,,,,,,40668.11848,,,,1992
92,,18947.17881,,,,,,,,,,,,1992
93,,23155.74732,,,,,,,,,,,,1992
94,,47381.04141,,13556.71482,,,,,,,,,,1992
95,,50108.43111,,,,,,,,,,,,1992
99,,18942.46406,,,,,,,,,,,,1992
102,,18941.4979,,,,,,,,,,,,1992
105,,37881.72998,,,,,,,,,,,,1992
109,,37880.69366,,,,,,,,,,,,1992
113,,18940.05203,,,,,,,,,,,,1992
125,,18939.73461,,,,,,,,,,,,1992
126,,18939.72519,,,,,,,,,,,,1992
127,,18939.717,,,,,,,,,,,,1992
3,,,,,553442.1114,,,,,,,,,1993
4,,,,,247743.5399,,,455554.5991,,,,,,1993
5,2057810.146,,,,544285.717,,264589.8523,3112285.91,,,,,,1993
6,2179113.942,1340192.753,,,,,1059209.619,3690978.794,,,,2799644.39,,1993
7,15815386.65,,,,274034.4449,,4615652.956,5456233.634,,,,1730501.685,2541338.499,1993
8,8417960.797,,,,5668094.118,,7318653.096,5529990.976,1130368.485,,,5693774.379,709482.9391,1993
9,3860237.736,,,,4786555.928,,12986891.08,9879621.615,3546784.802,,,23847238.43,2307915.614,1993
10,18398042.75,850545.7368,,,5194742.301,,12092748.18,3346706.384,3378332.096,,314573.0325,29731787.4,487416.9031,1993
11,17915543.99,,,,7929514.869,749125.1456,4224395.814,13848285.75,4101673.893,,,5560020.191,1707772.312,1993
12,9506433.017,1858121.399,,,10154730.18,,913141.4002,64145193.82,13467631.19,,,2016106.214,2619466.479,1993
13,19086676.74,2740197.335,,,28613566.8,624069.3184,,105655129,41474572.33,,,814742.8509,2875799.021,1993
14,12989037.08,1049758.906,,,44731598.42,,,118451159.4,85339306.07,,,2488480.236,1146472.517,1993
15,21320162.36,,701659.3171,,117678598.6,491798.8701,,82676777.62,98264134.17,,,,1804589.207,1993
16,11997904.78,,,,223262064.7,,86908.55297,74557438.84,103288409.6,,,992271.3553,1754233.152,1993
17,19075288.53,,,,230840261.8,,,72911670.83,103585746.8,,,838717.2953,3112101.78,1993
18,23387565.55,1110812.041,,,78307503.29,,83204.14206,66401796.14,97544499.42,,161726.9823,978741.0901,5814258.559,1993
19,20598246.81,132697.2378,,,34599572.92,,457318.4834,134935482.4,57569571.12,,,1888281.712,7859037.695,1993
20,25291891.37,268013.557,,,28223254.32,,1360131.76,196494175.3,28075247.45,,219850.1745,497828.3947,11353151.84,1993
21,27403703.88,102654.195,,,35251982.24,,1784627.957,137493182.7,20815686.45,,418262.1892,180045.2968,17886150.54,1993
22,32830257.79,451300.5568,,,42254470.86,,3751452.758,78781503.88,4407090.477,,,1276399.056,22252252.74,1993
23,35985917.79,510875.2314,,,56077020.59,143408.3705,5007118.376,75927170.27,8222434.6,,312550.0424,2923134.526,29791789.72,1993
24,42291767.65,755466.0473,,,66217373.01,3265384.474,3957598.725,48976424.64,23134365.3,,377545.1336,3144846.836,29972866.61,1993
25,41135175.24,2057272.988,,,64190000.05,3569874.93,2923922.841,80623931.99,61629712.61,,426362.365,1913441.752,36661910.08,1993
26,34535989.77,1375687.964,693524.1366,,48930999.98,1868897.078,2218479.637,74729899.02,117224221.1,,510133.9852,2741949.093,39949054.21,1993
27,29413113.79,6615453.305,,,38578732.43,2390513.491,648845.2397,41469937.76,122615346.7,,763063.574,2769621.189,29302038.9,1993
28,23515249.75,5716286.518,599182.0645,,44869886.85,978382.4836,454095.5671,9353191.849,76493450.48,159536.2598,894865.6967,2302131.26,23795094.45,1993
29,18238044.86,5861873.844,2132587.572,,36083572.22,,851708.3041,1973070.204,67594277.02,,905360.3224,2251238.59,14677704.4,1993
30,13764767.72,9002313.792,4397901.223,,27455354.98,243991.1076,1969672.524,,39365683.83,,1766364.919,2352623.323,11456718.21,1993
31,11649010.9,5798234.743,14306317.82,,17100077.46,144497.7476,1927461.553,,32285332.09,,1610215.646,1928188.471,9023360.235,1993
32,11662607.48,7830598.19,,,10253673.88,65694.40297,1707497.683,,6041908.504,,474032.7133,1444129.074,6043428.903,1993
33,6995097.898,5763320.35,28099650.57,,5575896.847,,1438940.22,,4403441.367,,1249922.078,1106362.129,3943516.558,1993
34,5387167.635,5369956.253,35559420.45,,2215732.692,113351.9985,1933217.109,,1971521.005,,1495733.3,1688025.383,2270812.182,1993
35,5384927.332,5708818.408,84660756.72,,1653559.338,108781.924,2628671.209,,1280083.288,,1556222.177,628188.5866,1535694.922,1993
36,4348405.328,5028307.838,64239000.61,,925562.0909,,5025361.797,,98129.44784,,1491237.484,659384.0494,1324378.636,1993
37,2766461.86,4608110.991,75362121.72,,702564.3248,167762.6418,7606113.321,,161336.8699,,1494573.025,541281.3598,1133749.329,1993
38,1646109.06,5480658.83,79159439.42,,737772.6414,178715.1216,10024163.62,,31479.84299,,1618118.634,607351.677,454097.1584,1993
39,1438736.661,5571042.276,27427140.02,,507598.2215,128434.4769,10400123.49,,,,1475187.191,252875.0898,257044.0026,1993
40,1175146.45,6266057.407,6786646.065,,376080.8683,350186.9342,8832061.484,,,,1060691.411,264634.2017,128790.4082,1993
41,606446.0725,6355212.465,,,204445.6009,145895.7456,7971558.765,,32021.21711,,1117664.352,147894.0006,42075.49735,1993
42,625525.1589,7588099.225,,,151536.4984,193398.148,6507102.056,,36087.72723,,1151329.405,245960.804,156944.6844,1993
43,581503.8818,7359448.692,,,54677.79639,86713.60953,4867003.694,,25552.42766,,710523.7405,189213.2903,77046.2778,1993
44,730233.6598,6401172.172,,,75621.38619,79121.78181,3339937.985,,14682.41696,,792887.634,71775.25802,73635.02837,1993
45,490468.3857,4728260.167,,27608.75948,32242.03553,75495.95273,2400880.469,,,,502571.8274,,31820.26516,1993
46,529178.2002,4324436.331,,,,30836.92222,1722642.658,,,,555636.2348,29801.07786,,1993
47,155896.8721,4477336.218,,,,44606.51638,1505499.487,,,,396439.2342,191784.0389,,1993
48,155644.0833,2995175.771,,,,,662683.2952,,,,351524.9107,,64057.67641,1993
49,341178.4516,2805066.379,,,,70510.57377,641413.5644,,25120.22981,,414637.057,,,1993
50,56992.3063,2498190.35,,,,,642823.9001,,,,383150.0501,,,1993
51,52532.8644,1858363.86,,,,,548876.1609,,,,131709.9718,83673.40749,,1993
52,25314.97893,1505875.372,,,,,208701.3121,,,,104808.0589,,,1993
53,28624.0762,1026373.212,,17244.45836,,,232047.8571,,,139639.5121,11983.29066,,,1993
54,50221.3111,906662.8061,,,,,108442.6756,,,,82830.36394,,,1993
55,,933907.566,,,,24754.61514,69899.64293,,,,72107.69754,23921.51051,,1993
56,,483436.6532,,,,,17058.63745,,,,105204.8648,,,1993
57,50922.28051,404767.5875,,,,,55315.15562,,,,38669.96125,23890.00951,,1993
58,,498219.1454,,20352.33603,,,44323.57071,,,129431.4376,98607.83279,,,1993
59,50266.90382,375826.6141,,40523.72875,,,10781.80732,,,383693.132,28509.8291,,,1993
60,,274788.0012,,,,,,,,270119.9836,68526.57445,,,1993
61,41744.11609,144050.2256,,,,,18031.48652,,,153498.9622,116200.7887,,,1993
62,48284.02641,219517.3932,,,,,,,,143444.581,19941.58001,,,1993
63,,193601.4516,,,,,,,,388668.3282,10555.64233,,,1993
64,,115106.5986,,,,44385.23848,,,,610187.6912,95270.3946,,,1993
65,,156997.9765,,30687.25162,,,4996.437402,,,624605.7003,,,,1993
66,,71433.13692,,,,,,,,738744.7053,,,,1993
67,,93209.18596,,26157.10884,,,,,,1231431.777,43092.7546,,,1993
68,,116955.9949,,,,,,,,1446050.146,,,,1993
69,,91988.75451,,18770.01213,,,,,,1339990.714,,,,1993
70,,80056.60997,,,,,,,,2106509.403,,,,1993
71,,64894.9005,,80956.5001,,,,,,1350234.029,,,,1993
72,,70810.14611,,18582.54217,,,,,,529594.5877,,,,1993
73,,45180.15551,,,,,,,,1271998.156,,,,1993
74,,86420.26907,,60882.65304,,,,,,1448517.571,41796.24518,,,1993
75,,27200.03081,,54645.71359,,,,,,1569995.51,,,,1993
76,,,,40129.84426,,,,,,1474030.85,11669.0209,,,1993
77,,19433.82908,,,,,,,,690396.0787,,,,1993
78,,,,,,,,,,731158.221,,,,1993
79,,59448.91389,,,,,,,,511004.08,,,,1993
80,,23901.56222,,18303.32929,,,,,,478451.517,,,,1993
81,,,,48200.0228,,,,,,255286.4059,,,,1993
82,,39588.42703,,18264.46445,,,,,,113957.3232,,,,1993
83,,,,,,,,,,113790.7465,,,,1993
84,,16897.61847,,,,,,,,,,,,1993
85,,,,,,,,,,113500.4444,,,,1993
88,,,,45887.58732,,,,,,130831.9377,,,,1993
95,,13550.36471,,,,,,,,,,,,1993
96,,,,25080.6297,,,,,,,,,,1993
102,,19371.98649,,,,,,,,,,,,1993
113,,16877.27409,,,,,,,,,,,,1993
2,,,,,,,,,761126.7669,,,,,1994
5,,,,,785046.8627,,,,,,,,,1994
6,21075696.38,,,,282980.4458,,818309.4654,642811.2324,,,,611614.6447,327291.2142,1994
7,31327329.29,,,,293188.0103,,5429647.766,,,,,4593452.027,,1994
8,12480895.03,992618.4658,,,,,6611193.64,3062553.058,,,,15592154.2,996166.1794,1994
9,25360500.2,1778534.72,,,1185842.083,,6114831.993,8094208.074,21288794.17,,,20121496.25,875895.6531,1994
10,44905942.95,1473111.243,,,1360306.085,,4658231.825,6499670.271,53678705.59,,,24670763.27,1016698.078,1994
11,34962693.48,2198537.399,,,2877383.924,414694.277,1190365.823,24103715.83,51068336.58,,,15972115.42,1721745.805,1994
12,26138308.7,588781.5727,,,6620662.306,,224426.5982,42085558.9,36708539.01,,,2937153.693,1746803.508,1994
13,25915664.77,,,,7293222.368,,,28985092.01,31939823.29,,,,3478516.792,1994
14,26637691.87,,,,10557483.61,561163.4852,,46933585.68,43897705.09,,,2793346.094,2253889.344,1994
15,42372848.11,,,,13828430.53,,,61246795.66,57900856.18,,,6192216.352,4535183.993,1994
16,31341838.66,1316181.096,,,35414316.13,951000.5187,,69190866.18,41802170.56,,,9088987.332,5508073.5,1994
17,28669670.55,,1830747.929,,56210403.17,14588790.27,,49255168.74,26623853.71,,,7109396.052,8211049.033,1994
18,31955568.24,1276187.065,1830747.929,,72776605.47,6975731.295,250470.9931,25587851.68,20263734.48,,268081.817,3757262.125,16900210.77,1994
19,34540924,,,,68152927.57,3042063.656,383113.8475,38759020.42,8675696.49,,66775.04806,1329439.848,15424597.56,1994
20,36175196.59,484505.9783,,203729.7705,37403599.51,797879.0922,2464102.182,33864958.87,7828799.349,,216067.1147,816141.0106,13402240.59,1994
21,36298988.87,1279386.7,,,17935419.39,127864.6812,4433607.73,39350468.4,7162182.096,,736346.7827,3298982.064,12248744.97,1994
22,37676800.57,780614.584,,,11205231.34,,9007887.851,4450798.539,10930340.58,,354669.9623,2472512.889,16873940.3,1994
23,31734207.04,1407141.466,3872936.311,,7475684.046,,11686981.3,9927630.886,18718847.69,,205890.2055,2323179.084,19680125.95,1994
24,23706633.32,1345917.451,4864494.512,,4029080.16,,15325892.8,23166129.68,33926921.03,,212347.3316,3199674.645,25447508.16,1994
25,31738990.3,1592582.652,115124319.2,,4576086.777,482209.4269,9364171.71,21202008.15,48739253.99,,814327.5478,4438342.381,31985277.21,1994
26,32295042.15,1777380.224,211713874.5,100579.8799,5174818.154,358571.6075,4522604.162,22490707.87,58635984.68,,1363419.521,3212274.3,29121449.36,1994
27,26888986.61,3050892.961,259453626.9,,6216003.913,79365.49411,2413668.178,12026877.47,57159810.24,,1870955.007,3869120.184,26169053.72,1994
28,23281337.74,3274791.043,268016409,,9142926.775,,4122249.885,,58942653.33,,1400668.276,2449850.576,22371201.79,1994
29,19158268.41,3720494.544,716297259.4,51362.86849,10317384.39,,6388129.734,,35008890.75,,1739204.232,1854811.026,18217322.17,1994
30,13772303.43,2750547.064,830720780.5,,9341612.333,50322.05061,6508540.189,,23277504.01,,1577139.476,3262730.991,12397908.9,1994
31,10049108.53,3959477.794,722789406.8,,6857449.703,156052.1439,4548491.254,,13486854.04,,1796845.63,1392585.89,10347314.71,1994
32,7682418.554,4782388.366,,,4137091.17,73769.34,2992123.198,,4904561.452,,1483256.372,1516692.827,6301805.203,1994
33,6386838.566,4025386.875,858636050.5,,2167297.179,838496.5551,1897096.768,,2186167.982,64123.16933,1136374.38,1972404.746,3646524.438,1994
34,4993517.774,4406370.924,963411457.3,,1409521.703,283819.677,1632419.553,,1165639.362,,1133222.139,1258598.967,2524606.57,1994
35,2558592.783,2984986.164,1056471931,44083.98883,933485.5656,482148.3849,1939387.587,,991767.1323,,913320.1795,1276348.195,1123540.859,1994
36,2493336.162,3174063.111,854529007.2,,729681.4015,42158.70054,2400843.835,,184651.8579,,727689.5913,547580.2652,383740.0907,1994
37,2040206.058,2590957.053,475003521.9,16578.38876,854820.6317,222201.893,3389063.663,,57231.21338,,687031.5923,587573.9646,282236.1792,1994
38,1712390.272,2300772.486,163259717.2,65521.8203,627875.909,52896.9995,5757923.838,,92929.05571,,778439.8958,441116.3641,64181.51926,1994
39,601836.8532,1595314.364,42417856.7,14728.61284,558359.5157,62731.94706,6239085.61,,20419.11107,,1007158.648,383247.334,265520.8707,1994
40,1195066.884,1252555.615,269557.4451,23984.11879,333019.8942,28523.23949,9195323.65,,193030.5899,,586919.9002,708944.5728,182395.8269,1994
41,501027.9014,1578207.586,,,324205.5693,65394.16509,5797197.315,,18787.35555,87337.82523,518016.2811,201355.76,,1994
42,228075.5677,1735272.969,,,144983.1944,172171.5723,5780992.346,,44843.21899,42019.95636,258845.0668,275430.9262,,1994
43,485056.606,1178533.706,,,192988.7247,127541.1693,4112119.003,,28966.40313,,369532.7523,120192.8284,,1994
44,260493.9848,917475.3068,,,,74126.65684,3157714.131,,41776.41317,,255571.1369,68783.393,80594.42985,1994
45,360643.2656,1488678.85,,,27255.59483,,1914590.336,,207153.8873,,78698.56122,32010.15591,,1994
46,173880.2239,1007624.026,,74875.30708,,43192.66861,1185962.184,,74992.76823,36757.86753,157325.9189,35710.88704,,1994
47,106635.0826,603515.764,685769.0681,,,90164.68584,868438.5233,,,35719.50756,175114.2158,21286.97672,,1994
48,83382.53373,1023138.849,,,,41048.3162,624457.5304,,36170.15867,,167256.8802,,,1994
49,203088.2292,1077675.651,,,,19365.29953,468622.8197,,,,263208.6702,71237.04318,,1994
50,40062.59994,721707.6587,,,,,320515.8542,,34454.14274,,98114.8122,70305.15634,,1994
51,40170.344,786470.8098,,,,,121199.9338,,,,163958.1173,,,1994
52,,697347.9808,,9410.806837,49851.52049,,114850.7534,,26642.54006,,204318.1687,,,1994
53,32754.42067,719404.7801,,,24721.67219,35841.42878,78104.2272,,58368.66011,,135778.7441,29484.19469,,1994
54,,721976.8043,,,,,49114.89471,,,,253704.3584,,,1994
55,,395965.5299,,8892.786963,24377.91642,,22372.46794,,,,41850.563,34959.57893,,1994
56,,198858.2367,,8755.056511,,,12221.60292,,,68603.9206,170381.3682,17209.06451,,1994
57,,373082.5279,,8631.796192,,,36075.39807,,,,96430.06357,44574.02286,,1994
58,16284.67798,71927.73985,,,,16284.67798,5472.756096,,,,78922.75307,,,1994
