length_cm,AMERICAN PLAICE,COD(ATLANTIC),HERRING(ATLANTIC),ATLANTIC HALIBUT ,REDFISH UNSEPARATED,"TURBOT, GREENLAND HALIBUT",HADDOCK,SANDLANCES,SILVER HAKE,SPINY DOGFISH,WHITE HAKE,WITCH FLOUNDER,YELLOWTAIL FLOUNDER,YEAR
31,3185170.345,1494409.74,9048376.565,,2594111.603,,314439.0974,,2379007.054,,335175.8424,333838.753,4334172.155,1992
32,3818031.148,1879538.083,,,2271250.394,,909336.1,,1131859.054,,310007.0424,390961.0145,3650789.915,1992
33,3161450.174,2403991.415,18129204.91,,1135142.973,,1376101.14,,846412.1157,,462966.0236,359620.5366,2799657.881,1992
34,3217748.182,2763508.728,40363493.53,,691047.1546,,4063868.327,,467517.6681,,679115.1478,372053.89,2357823.962,1992
35,2877635.555,3309272.037,70366720.04,,284597.8702,15354.13265,4988639.925,,345049.3758,,711406.8247,273879.6184,1982589.177,1992
36,2945432.964,2384926.197,103889995.9,,275878.8166,,6835882.789,,197221.2403,17445.62418,706881.1667,193031.6673,1769166.276,1992
37,2121928.997,2380488.347,63517359.73,,291845.9581,18671.34634,6359955.072,,130011.8727,,614760.1322,283012.7563,1557009.354,1992
38,2102808.688,2272070.154,19070071.22,,284615.3817,,6372516.727,,35792.95569,,777752.5295,159417.9943,538252.0366,1992
39,1876526.71,2394761.031,2366899.792,,256010.1713,46384.86237,4906228.672,,42728.00608,,624170.4194,111599.0541,568262.1173,1992
40,1679115.5,2350834.367,,,167138.7911,27442.43649,5393140.621,,16588.4309,,535512.106,105787.9016,440872.4855,1992
41,1159422.815,2361639.45,,54655.47387,107770.63,20886.23013,4172382.868,,38544.25239,,524251.1528,218069.4998,188204.3941,1992
42,885726.471,2919816.908,,,113512.527,,3602799.37,,44688.04091,,466536.9149,194673.0284,328878.3812,1992
43,1067839.193,2674973.279,,,69532.44113,,2917962.652,,121549.4995,,382734.8682,56489.79701,128234.0842,1992
44,506937.4497,3059161.555,,,,,2283883.367,,,,345397.1009,126531.1049,157149.7366,1992
45,1065177.309,2197369.36,,,52220.57215,,2119121.872,,,,395501.4039,,34770.70256,1992
46,427092.4203,3026702.76,,,,,1998971.031,,,,151970.9693,43552.85561,26752.79715,1992
47,353521.3364,2409103.838,,,,,1551374.896,,7573.182146,,260062.6692,77027.35556,26015.05253,1992
48,400371.621,1047495.273,,,,,1532538.724,,112919.5027,,231612.3126,106411.7317,,1992
49,356567.6369,2423374.702,,,,,1091504.635,,47095.64843,26653.7839,175432.3381,,,1992
50,237060.806,2360841.881,,41319.79725,,38764.57353,1101067.038,,21593.34011,,226637.5288,20660.61722,,1992
51,308978.6776,2536041.038,,,,,844869.863,,57634.03753,,46258.29044,67445.87344,,1992
52,257224.7337,1696784.289,,,,,783406.5609,,21957.3303,,119585.2794,36762.78986,,1992
53,48889.97058,1883358.138,,36120.45548,,,423277.9951,,,,44429.22749,,,1992
54,103532.1586,1423230.57,,14920.67813,,,193539.9122,,,,213495.1557,,,1992
55,,1432265.487,,148546.9159,,47754.02292,227994.3028,,60604.42648,,139048.0184,25183.61998,,1992
56,15373.43832,1589236.907,,,,,344244.1273,,,,66596.74286,,,1992
57,,1251416.798,,56752.04537,,,140736.0856,,,35772.72287,105533.2057,,,1992
58,44086.25901,1073987.053,,139342.8462,,,42184.08658,,86553.94941,,66745.28675,,,1992
59,,1097389.853,,,,,11247.23324,,,,29538.53334,,,1992
60,,1537482.244,,107547.349,,,48190.3293,,,,39014.01044,,,1992
61,,917979.4561,,,,,28389.7391,,,41655.51738,,,,1992
62,60937.89271,785238.2092,,52758.96292,,,40594.49904,,,129832.1336,124194.7565,,,1992
63,,1075861.059,,70837.3265,,61471.81122,40482.85135,,,134885.3971,91215.0202,,,1992
64,,477997.9057,,110454.8554,,,,,,186839.0285,,,,1992
65,,445601.5617,,112267.3838,,,,,,145566.5778,27137.01159,,,1992
66,,172128.3523,,208396.6375,,,,,,221493.4182,,,,1992
67,,233643.5404,,246241.6604,,,46357.58442,,,306408.7276,,,,1992
68,,301538.0312,,106519.6363,,,47947.67761,,,557950.6516,255971.1709,,,1992
69,,158398.28,,66538.39377,,,,,,497442.6123,143270.3198,,,1992
70,,214599.1797,,69389.82354,,83707.43226,,,,474872.3322,,,,1992
71,,129653.6087,,72343.93972,,,,,,351845.3739,122381.2677,,,1992
72,,,,,,,,,,601801.2245,,,,1992
73,,211328.3542,,68458.01882,,,,,,476598.1757,,,,1992
74,,146760.081,,163670.5507,,,,,,648322.5484,,,,1992
75,,142607.0406,,85213.01729,,,,,,411247.839,,,,1992
76,,79517.54172,,,,,,,,218868.8511,,,,1992
77,,,,92297.24284,,,,,,534433.2791,,,,1992
78,,,,,,,,,,356522.5632,,,,1992
79,,109257.5928,,,,,,,,258671.5488,,,,1992
80,,,,,,,,,,84008.23676,,,,1992
81,,123322.0688,,,,,,,,521768.0696,,,,1992
82,,100102.4174,,,,,,,,89991.87931,,,,1992
83,,103860.5107,,,,,,,,132354.2183,,,,1992
84,,107714.8831,,,,,,,,96287.96533,,,,1992
85,,111666.6053,,,,,,,,,,,,1992
86,,115716.7604,,,,,,,,,,,,1992
87,,,,407639.0903,,,,,,,,,,1992
89,,128468.8217,,,,,,,,113431.0269,,,,1992
90,,,,247072.9317,,,,,,,,,,1992
91,,,,,,,,,,120863.7928,,,,1992
92,,142146.7856,,,,,,,,,,,,1992
93,,179559.9393,,,,,,,,,,,,1992
94,,379629.4036,,135151.0997,,,,,,,,,,1992
95,,414686.9057,,,,,,,,,,,,1992
99,,177836.7249,,,,,,,,,,,,1992
102,,194826.2716,,,,,,,,,,,,1992
105,,425757.0379,,,,,,,,,,,,1992
109,,477314.8664,,,,,,,,,,,,1992
113,,266460.874,,,,,,,,,,,,1992
125,,362800.2431,,,,,,,,,,,,1992
126,,371749.1743,,,,,,,,,,,,1992
127,,380845.4979,,,,,,,,,,,,1992
3,,,,,245.5256553,,,,,,,,,1993
4,,,,,256.9524591,,,90.5538819,,,,,,1993
5,1255.934104,,,,1090.839522,,394.4653206,1165.849998,,,,,,1993
6,2417.626857,2415.394362,,,,,2680.39749,2320.367082,,,,2608.554161,,1993
7,29082.62945,,,,1482.916768,,18269.55817,5313.953183,,,,2636.418074,7399.784545,1993
8,23980.16945,,,,45492.93644,,42679.26975,7869.182751,3210.258749,,,13280.7876,3064.09164,1993
9,16178.26632,,,,54391.99749,,106594.336,19642.82583,14526.06411,,,80989.13534,14112.10093,1993
10,108912.5147,7247.073715,,,80566.48419,,134753.7403,8974.688291,19197.27779,,1666.591001,141307.7023,4067.776951,1993
11,144949.6006,,,,162941.0156,6318.521896,62072.71983,48678.93787,31344.10477,,,35814.14441,18883.63408,1993
12,102299.0351,27563.22546,,,269777.6832,,17271.71626,288680.7593,134877.9602,,,17140.70444,37447.89905,1993
13,267012.0034,51850.11194,,,962784.761,9065.394541,,596841.0439,532696.505,,,8941.68056,52071.18716,1993
14,231673.0014,24884.64012,,,1873192.955,,,825852.8141,1380015.631,,,34593.51724,25835.56061,1993
15,476765.9882,,13561.47909,,6041135.922,11381.03434,,701186.9285,1969074.369,,,,49852.81881,1993
16,331509.0373,,,,13866866.4,,3788.161725,759512.2121,2529519.443,,,21118.94906,58633.36105,1993
17,642931.2932,,,,17147443.22,,,882282.045,3062827.079,,,21659.12288,124405.4172,1993
18,950708.8989,56544.68349,,,6886074.633,,5104.509918,945109.3351,3444945.346,,5772.317342,30330.16415,275146.36,1993
19,999680.8142,7961.947774,,,3569081.981,,32822.32246,2239277.662,2405231.474,,,69530.14955,436274.1231,1993
20,1452218.893,18795.63224,,,3387302.408,,113286.1913,3772159.207,1375711.403,,11045.76178,21589.50826,733281.4082,1993
21,1846359.778,8350.524302,,,4886325.078,,171251.5093,3031747.379,1187012.83,,24619.83368,9122.922525,1334215.378,1993
22,2576356.329,42290.38193,,,6719128.49,,412017.6571,1982475.897,290411.0538,,,75021.01866,1904264.515,1993
23,3266965.02,54802.16952,,,10167520.33,13337.15216,625643.8743,2167713.835,622108.6043,,24715.92692,197981.4073,2906982.161,1993
24,4414224.28,92237.19199,,,13613382.82,348795.7736,559511.9851,1577899.602,1997900.234,,34277.73949,243968.091,3316198.935,1993
25,4908230.387,284378.2652,,,14886676.28,435494.2733,465363.0567,2916761.108,6042424.038,,44193.56285,169082.8547,4575789.817,1993
26,4686158.643,214251.0536,84763.02455,,12740831.7,259026.5877,395650.4745,3022045.953,12983199.21,,60054.33033,274584.647,5598131.967,1993
27,4516605.307,1155596.062,,,11229153.47,374617.0022,129110.5917,1866741.223,15270531.72,,101534.6257,312837.6345,4590099.397,1993
28,4068109.901,1115298.082,95886.97739,,14540507.02,172584.7052,100415.9055,466833.218,10666589.56,15089.30713,133989.248,292017.4992,4149916.486,1993
29,3539780.772,1272501.555,387407.4955,,12969501.66,,208531.6896,108798.1641,10511879.58,,151912.4129,319383.4446,2839234.967,1993
30,2985576.875,2166454.486,902586.1946,,10906983.6,53873.26369,532110.2987,,6802230.144,,330852.9586,371883.7195,2449453.942,1993
31,2813371.488,1541688.14,3302372.822,,7483662.693,35497.78739,572688.8087,,6177334.927,,335470.617,338398.2133,2125288.153,1993
32,3125577.223,2293115.794,,,4928325.376,17895.26375,556296.4527,,1275930.474,,109478.0849,280456.9009,1563286.493,1993
33,2073643.187,1853291.545,7265447.863,,2934848.753,,512590.7228,,1023253.341,,318987.1251,237020.2572,1117099.296,1993
34,1761158.939,1890899.098,10259096.58,,1273683.897,37611.26658,750987.3155,,502678.5102,,420553.114,397761.2852,702529.2292,1993
35,1935903.663,2195469.94,27156190.91,,1035446.935,39665.48506,1110763.286,,357155.1139,,480723.0917,162364.1247,517551.5626,1993
36,1714498.751,2106726.83,22832641.34,,629840.2112,,2304393.354,,29884.45508,,504749.436,186450.5408,485041.9259,1993
37,1193263.184,2098432.26,29587586.63,,518367.8471,73297.0627,3776445.894,,53501.37906,,552921.9781,167033.7145,450207.7037,1993
38,774879.7607,2706608.114,34226970.77,,588931.5347,85161.26153,5377480.879,,11341.30098,,652746.9132,204063.2891,195090.692,1993
39,737454.0859,2977383.167,13023888.52,,437486.3373,66599.78367,6015979.999,,,,647430.176,92302.74022,119233.6734,1993
40,654466.4382,3616843.485,3529907.012,,349288.7517,197184.1801,5498424.331,,,,505381.3662,104719.4446,64377.69604,1993
41,366217.6541,3954365.426,,,204238.9398,89025.02854,5331381.52,,14609.66004,,576958.7363,63319.67015,22622.47174,1993
42,408786.4195,5080485.471,,,162544.5973,127637.4694,4667179.547,,17745.5981,,642683.899,113719.8768,90605.24808,1993
43,410489.1124,5292904.717,,,62868.60317,61782.87551,3737526.515,,13518.44245,,428096.4698,94301.57858,47679.02,1993
44,555825.0254,4937082.862,,,93055.35928,60752.94572,2741794.648,,8343.056093,,514727.5819,38493.68747,48768.05461,1993
45,401863.8924,3904739.212,,26378.5764,42396.57412,62367.04908,2103729.127,,,,350944.5201,,22519.96232,1993
46,465970.5383,3818102.484,,,,27363.06305,1608846.871,,,,416686.2931,18417.29512,,1993
47,147302.3032,4220276.385,,,,42450.8214,1496596.088,,,,318791.9602,126940.1268,,1993
48,157570.8168,3009876.014,,,,,700267.2799,,,,302663.9658,,54850.57168,1993
49,369553.9045,3001243.27,,,,76848.76078,719585.893,,19945.26643,,381711.0468,,,1993
50,65958.75243,2842268.963,,,,,764712.494,,,,376626.049,,,1993
51,64875.05508,2245554.521,,,,,691572.9277,,,,138061.0211,71865.86771,,1993
52,33317.10541,1930310.748,,,,,278202.8653,,,,117008.1368,,,1993
53,40099.37842,1394120.584,,27800.87852,,,326904.2808,,,85912.071,14231.3171,,,1993
54,74800.37869,1303549.162,,,,,161287.6626,,,,104521.1872,,,1993
55,,1419773.617,,,,39290.70825,109648.1933,,,,96573.66632,26141.14413,,1993
56,,776339.5485,,,,,28195.49742,,,,149385.7689,,,1993
57,90550.77123,685951.7773,,,,,96246.84682,,,,58155.92102,29257.19262,,1993
58,,890179.1876,,43772.44494,,,81114.0517,,,103748.6146,156907.7999,,,1993
59,100082.9237,707328.353,,92051.75824,,,20734.6736,,,323380.062,47953.643,,,1993
60,,544287.496,,,,,,,,239169.8506,121723.6395,,,1993
61,92710.70795,300036.908,,,,,38198.94647,,,142666.3631,217782.1729,,,1993
62,113106.1245,480402.0412,,,,,,,,139837.6648,39399.55577,,,1993
63,,444811.5625,,,,,,,,397110.5665,21966.87216,,,1993
64,,277438.3139,,,,115359.5018,,,,652930.3496,208659.4972,,,1993
65,,396676.5736,,95007.88566,,,12727.02424,,,699470.3122,,,,1993
66,,189062.7088,,,,,,,,865198.9102,,,,1993
67,,258241.0626,,89221.86784,,,,,,1507292.584,109509.3071,,,1993
68,,338965.3178,,,,,,,,1848639.538,,,,1993
69,,278707.117,,70337.70781,,,,,,1788037.798,,,,1993
70,,253404.0968,,,,,,,,2932085.36,,,,1993
71,,214467.0442,,332391.869,,,,,,1959297.711,,,,1993
72,,244183.9016,,79785.5278,,,,,,800682.331,,,,1993
73,,162474.8012,,,,,,,,2002546.636,,,,1993
74,,323908.8447,,285336.2078,,,,,,2373341.27,146637.5839,,,1993
75,,106195.0536,,267336.1536,,,,,,2675730.31,,,,1993
76,,,,204814.3935,,,,,,2611748.832,44640.61815,,,1993
77,,82195.94191,,,,,,,,1271110.741,,,,1993
78,,,,,,,,,,1398111.151,,,,1993
79,,271832.7139,,,,,,,,1014356.134,,,,1993
80,,113552.527,,110064.0308,,,,,,985452.191,,,,1993
81,,,,301586.3051,,,,,,545327.8644,,,,1993
82,,202744.995,,118852.6083,,,,,,252354.0908,,,,1993
83,,,,,,,,,,261110.0623,,,,1993
84,,93117.8376,,,,,,,,,,,,1993
85,,,,,,,,,,279293.3889,,,,1993
88,,,,374241.2618,,,,,,356437.3958,,,,1993
95,,108563.3074,,,,,,,,,,,,1993
96,,,,270154.9077,,,,,,,,,,1993
102,,192664.7131,,,,,,,,,,,,1993
113,,229186.5815,,,,,,,,,,,,1993
2,,,,,,,,,23.39236518,,,,,1994
5,,,,,1375.080539,,,,,,,,,1994
6,25740.59542,,,,865.7046207,,1647.699288,399.2499934,,,,524.1935479,629.6919208,1994
7,62689.8733,,,,1437.21065,,17442.58144,,,,,6493.448707,,1994
8,38306.62103,4179.579243,,,,,31831.75065,4314.616372,,,,34001.30652,4434.208661,1994
9,113509.6157,10737.56776,,,12537.94075,,42070.74505,15946.40307,80932.73719,,,64313.31496,5496.482511,1994
10,281672.5638,12276.29148,,,19851.26196,,44104.45294,17284.22855,285985.8809,,,111009.7219,8674.451946,1994
11,297598.3937,24524.49791,,,56201.95066,3464.266821,15044.58266,84078.79827,369217.6153,,,97928.62532,19395.9003,1994
12,293997.5968,8570.947335,,,168746.072,,3692.242931,188069.5897,350704.4624,,,23885.97561,25361.04203,1994
13,376682.2946,,,,237450.8619,,,162677.283,394326.4589,,,,63778.58441,1994
14,490908.1626,,,,431174.9908,10297.2218,,325285.6162,687160.9945,,,37468.25729,51292.74777,1994
15,974017.0648,,,,697445.7264,,,516617.3166,1130522.499,,,103908.5725,126207.0627,1994
16,885894.9537,46197.80204,,,2175925.271,26979.68548,,701344.4273,1003630.963,,,188064.7925,185017.7197,1994
17,984044.4668,,56312.31325,,4157291.811,504412.3503,,593324.3197,776215.6893,,,179099.1886,329140.2072,1994
18,1317197.886,64226.36741,69427.45175,,6410768.229,290639.4488,14080.19513,362698.8806,709488.4741,,9601.464013,113950.0801,800301.9309,1994
19,1692975.861,,,,7083064.332,151199.7305,25370.98397,640818.7479,361197.1716,,2850.010629,48054.72354,855146.7961,1994
20,2089687.135,33657.83977,,14601.22917,4547616.195,46882.07367,190623.1388,647937.6924,384140.7791,,10891.1967,34845.45557,862892.5455,1994
21,2451525.264,103184.4765,,,2531574.595,8809.681071,397637.3993,865083.3297,410878.7758,,43480.8404,165023.3991,909187.9532,1994
22,2953448.205,72586.92169,,,1823447.778,,930204.0543,111702.9008,727808.4408,,24354.02183,143842.8566,1434454.186,1994
23,2868265.609,149906.5686,302920.2943,,1393700.501,,1380895.657,282770.0285,1437144.227,,16330.49151,156135.1738,1904526.944,1994
24,2455646.353,163323.4301,445723.8194,,855572.9981,,2060142.618,744839.9782,2985185.563,,19335.80584,246902.0232,2788030.786,1994
25,3746934.381,218962.8882,12266959.05,,1100955.962,58683.9075,1424514.804,765702.0304,4887583.168,,84648.40593,391012.5451,3947254.569,1994
26,4322931.481,275524.2221,26058350.92,16655.39088,1403680.655,49595.05186,774827.1229,908195.5486,6667151.521,,160952.4892,321422.3555,4029238.931,1994
27,4061786.562,530823.811,36662264.67,,1892411.619,12415.82163,463622.0631,540744.5977,7334462.682,,249628.8127,437604.9118,4041927.022,1994
28,3951311.206,636835.3681,43234927.99,,3110980.686,,884065.6992,,8497654.271,,210279.1422,311803.4088,3841863.711,1994
29,3638352.046,805505.687,131227370.2,12052.38904,3908355.574,,1523729.481,,5647601.612,,292578.9801,264553.1016,3465557.937,1994
30,2915514.022,660587.8515,172011818.3,,3925349.151,11102.14719,1720425.174,,4185846.78,,296154.4747,519504.1742,2603553.184,1994
31,2362923.496,1051273.869,168404271.5,,3185476.09,38316.37266,1327927.801,,2693842.73,,375274.0881,246636.3175,2390932.312,1994
32,1999794.476,1399284.285,,,2117771.669,20090.05762,961770.0331,,1084496.342,,343381.6315,297777.6859,1597378.505,1994
33,1834760.85,1294058.018,224176637.2,,1218925.083,252471.6704,669391.2581,,533480.5491,9576.927466,290689.258,427929.8698,1011085.792,1994
34,1578440.675,1551999.399,280773871.4,,868529.3582,94201.55849,630539.0985,,312988.5106,,319356.0779,300850.5414,763669.1822,1994
35,887456.5261,1148860.604,342452381.9,18853.70473,628528.4926,175903.3599,817891.1951,,292212.7219,,282759.162,335196.4233,369834.328,1994
36,946487.6661,1331588.481,307043247,,535513.5748,16861.69346,1102733.859,,59543.20847,,246844.1839,157577.2237,137128.6442,1994
37,845517.4524,1182002.918,188592118.2,8466.290865,682192.1476,97182.58132,1691400.656,,20147.76313,,254711.8798,184814.2345,109244.3272,1994
38,772946.0982,1138845.961,71411042.52,36433.95528,543662.5483,25238.46359,3115522.837,,35632.32883,,314676.2689,151294.4778,26851.34773,1994
39,295229.3003,854968.5126,20383341.74,8897.978623,523447.5712,32578.42918,3652350.736,,8508.727214,,442922.0929,143010.9945,119824.9909,1994
40,635758.5705,725336.5587,141927.8886,15709.07817,337333.53,16088.58066,5812185.742,,87231.64878,,280202.7544,287207.4787,88618.31117,1994
41,288477.2391,985631.807,,,354168.0754,39980.61207,3949013.853,,9188.911074,24751.34257,267929.4154,88381.07794,,1994
42,141856.8306,1166637.109,,,170496.6237,113872.8492,4236311.778,,23692.87823,12786.00544,144764.4965,130731.6652,,1994
43,325309.6417,851479.0615,,,243885.5144,91086.47055,3236084.383,,16502.48775,,223059.9028,61577.218,,1994
44,188054.0471,711166.9305,,,,57063.18622,2664303.099,,25619.29863,,166212.8985,37969.58469,51701.65741,1994
45,279785.0868,1236052.519,,,39582.03895,,1729272.181,,136518.5513,,55052.39998,19007.38584,,1994
46,144734.3277,894822.442,,76615.01969,,38440.02054,1144945.771,,53026.54388,14629.08142,118187.2104,22773.0509,,1994
47,95090.804,572402.2869,595355.1087,,,86076.81514,894865.1902,,,15147.26064,141054.3472,14556.4048,,1994
48,79542.76262,1034951.729,,,,41973.92228,685851.3089,,29310.95653,,144246.7696,,,1994
49,206963.4265,1161099.848,,,,21180.08646,547882.8131,,,,242698.8949,55769.45616,,1994
50,43556.37755,827151.9488,,,,,398384.7236,,31820.67766,,96596.38417,58770.527,,1994
51,46533.46557,957673.5836,,,,,159962.3997,,,,172129.111,,,1994
52,,901123.7579,,14241.72479,112660.2101,,160770.2351,,27900.01409,,228445.0821,,,1994
53,42918.03225,985409.5013,,,59220.49394,50639.55148,115828.5962,,64969.10637,,161487.5279,29778.95737,,1994
54,,1047133.661,,,,,77082.41446,,,,320601.7816,,,1994
55,,607457.6194,,16096.40888,65402.34239,,37119.78129,,,,56128.95426,39820.56239,,1994
56,,322361.0904,,16785.28227,,,21415.78298,,,48788.26085,242264.4229,20782.65566,,1994
57,,638440.7881,,17510.85448,,,66697.79086,,,,145215.3837,57013.61348,,1994
58,28481.13439,129813.4834,,,,30877.03341,10665.85802,,,,125748.0909,,,1994
59,,537156.5843,,18333.3454,,,,,,,164337.7433,,,1994
60,,606516.4735,,,,33731.58892,61922.58757,,,17033.09257,106892.6242,,,1994
61,144356.3597,409094.9162,,,,,11840.61886,,,,157503.3717,,,1994
62,,135076.8315,,,,,,,,22129.68036,80800.24922,,,1994
63,,288542.2099,,,,,,,,23434.34025,74157.9491,,,1994
64,,,,22758.1328,,,,,,26335.29261,32893.61408,,,1994
65,,423350.3736,,,,,,,,19246.60594,,,,1994
66,,389786.9787,,83204.68462,,,,,,25817.87266,,,,1994
67,,229555.7068,,,,,,,,47605.83607,133896.2547,,,1994
68,,58535.21008,,,,,,,,49675.68955,129628.3343,,,1994
69,,112798.912,,,,,,,,29490.47811,,,,1994
70,,,,98085.81727,,,,,,48165.50789,,,,1994
71,,,,,,,,,,31276.66538,36788.41367,,,1994
72,,261164.8557,,,,,47833.9783,,,,,,,1994
73,,487290.1048,,,,,,,,60300.65146,,,,1994
74,,,,36127.34036,,,,,,66096.67242,,,,1994
75,,543296.8988,,,,,,,,44750.14825,,,,1994
76,,153714.9873,,37652.90052,,,,,,111191.7835,,,,1994
77,,51236.86701,,,,,,,,32837.67162,,,,1994
78,,,,,,,,,,116474.2057,,,,1994
79,,,,119429.7439,,,,,,222904.4764,203031.6907,,,1994
80,,,,147871.2201,,,,,,,,,,1994
81,,,,78796.5897,,,,,,42318.77213,,,,1994
82,,,,,,,,,,46385.89418,,,,1994
83,,337034.1809,,,,,,,,105513.6896,,,,1994
84,,,,171146.2804,,,,,,,,,,1994
85,,112042.0489,,,,,,,,51367.79694,,,,1994
87,,,,149408.3033,,,,,,,,,,1994
93,,,,237173.7117,,,,,,,,,,1994
96,,,,,,,,,,71058.29669,,,,1994
97,,,,147907.5149,,,,,,,,,,1994
98,,562722.2181,,,,,,,,,,,,1994
120,,,,396792.5409,,,,,,,,,,1994
4,900.6763567,,,,1281.697307,,,,,,,,,1995
5,19467.16466,1620.525765,,,5400.614793,,153.7298203,946.1751252,,,,,,1995
6,113443.4636,8831.308093,,,10352.17203,,251.1163841,1116.386452,,,,1819.264678,837.5663112,1995
7,72033.38621,17475.5609,,,10242.12737,,1934.924598,1834.14649,,,,24120.70572,1192.904092,1995
8,65690.63862,21680.41112,,,42130.24602,,8751.460115,8127.130456,,,,78098.70884,4653.748971,1995
9,149496.2226,17907.88708,,,55503.63679,,12825.21716,1268.04638,19869.35138,,,264711.2919,5774.801114,1995
10,322723.0155,41235.8477,,,61775.49242,,640.3828107,11148.92233,3822.384591,,,156310.5929,,1995
11,446779.1846,30712.48111,,,101313.998,,5651.681611,90632.37246,8052.621163,,,25081.25126,47270.06679,1995
12,890358.9807,9329.785823,,,100631.1768,,,580177.1585,31531.30909,,,32808.18996,30629.02697,1995
13,1250475.459,,,,94193.42902,,,723934.1415,13638.5631,,2692.134487,161765.5596,46884.33776,1995
14,1172583.395,,,,108540.1409,,,2022369.406,79290.68842,,,360841.9153,7742.258924,1995
15,1095876.636,33179.86093,,,379457.2606,6115.245055,,4285593.372,266086.0915,,3636.955381,383851.1968,276565.2014,1995
16,1648180.534,17033.79715,,,983395.9896,,6718.412557,11300876.88,618795.5835,,12409.57573,643390.5513,165931.4547,1995
17,1779397.678,52206.55246,,,1635535.863,22378.57496,37185.07009,16974635.94,1156127.571,,13947.19343,160103.94,193292.286,1995
18,3072575.397,63136.61484,,,2259474.387,,49361.80994,30289020.45,1779155.109,,31027.1441,52057.88482,1343753.998,1995
19,3243611.743,41668.40116,,,2470663.175,13738.74718,72753.04695,39805133.65,3092763.873,,75392.59004,221368.495,1508687.731,1995
20,3570031.011,82092.99208,,,2269346.5,,271399.7311,56408591.19,2870408.872,,94907.27653,278276.5944,2692165.569,1995
21,3978223.441,68086.87871,757764.7897,,1547341.787,46574.51471,609544.3205,117572883.7,2255283.179,,68159.52653,206383.0556,2336314.427,1995
22,3693073.509,148157.4905,82974.40545,,1048676.349,98358.60362,785722.6934,132280724.7,2874520.734,,90336.66093,63580.71001,3163597.274,1995
23,3125122.982,114929.6264,1099629.827,,1095149.277,103407.2004,928267.9188,128272920.1,3220512.233,,83782.90515,20220.63331,3031205.451,1995
24,3587510.727,134073.9148,7963099.238,,1369063.084,144074.5136,459410.5395,92611032.64,6026380.584,,23813.45126,62654.05356,2396272.017,1995
25,3451828.2,192719.6888,17085186.32,,1323556.422,130177.41,367271.9876,62806124.03,6889964.63,,21637.54179,102499.7161,1581456.643,1995
26,5682516.111,242587.1197,46045532.55,,1393602.1,77654.22982,203084.8632,6173236.817,10018755.83,,33336.00164,162540.3544,2211381.97,1995
27,4349536.798,213151.5747,66911932.93,,3032268.686,145477.5946,298991.0749,13508424.14,10281015.7,,58769.1886,112689.0027,2316307.093,1995
28,4795204.679,488850.8141,61978660.59,,7993512.934,39510.75499,848554.829,,9221673.644,,171012.916,273858.4768,3000330.523,1995
29,4270863.407,435726.3238,91073036.62,11199.38899,15978092.23,40661.8131,1301845.755,,7830776.083,,182168.3964,218901.0216,3568467.119,1995
30,4141129.82,550098.9589,104643179.3,,20480548.14,,2215708.208,,7709576.455,,410432.2285,197866.9256,3684537.117,1995
31,3810097.307,768463.7191,157778202.8,,17429954.32,77042.82344,1907504.634,,5830919.857,16081.60203,427258.3227,163969.4954,3046293.089,1995
32,3373674.766,725268.3334,,,14108928.81,,1982532.75,,5236729.041,13975.13387,632541.1688,486734.7105,2609009.537,1995
33,3309175.792,773592.8227,199162682.8,,6128817.061,,1931899.587,,4159173.856,17217.31089,866428.2269,222092.1515,1757156.178,1995
34,3291573.731,1009302.755,203034137.7,,5354043.796,71591.45674,2024440.05,,1712805.407,,783320.0258,399559.2162,1219726.783,1995
35,2582966.255,1730055.846,211159451.9,,1590127.36,68405.11841,1521137.253,,1630912.726,,734473.8767,319816.427,552803.1495,1995
36,2117351.782,1906360.394,144705129.2,,1148755.021,48483.90647,1289160.413,,823018.0902,,835454.5384,220089.6836,588340.2863,1995
37,1888075.8,1843356.625,126246010.8,,1084747.04,49715.97545,1611540.455,,1121975.511,,1005472.596,208603.5458,360963.0234,1995
38,1332208.739,1927917.306,68547278.94,43209.76418,1427823.676,162560.1977,1970813.833,,438213.3563,,771714.6432,98365.98289,326554.125,1995
39,829252.5093,2114065.423,38786133.39,35778.36065,570076.196,77037.22068,2644664.513,,449382.1886,,568172.3131,115005.7023,126637.9777,1995
40,1022215.736,2110240.911,14041495.04,9065.435582,864563.9499,17963.5069,3279096.296,,,,427885.5061,184514.2957,106132.5561,1995
41,655862.2003,1125206.096,3976391.517,,802759.8281,248086.2027,3651656.909,,384890.4317,,349777.8588,83820.34006,85048.14585,1995
42,628249.1364,1629679.572,6621835.327,,612438.9219,169315.7219,3591643.674,,149372.1394,19342.65548,305919.2431,50045.44527,,1995
43,352573.4345,1078212.059,,17756.25253,302573.0395,151512.1171,3278206.341,,35414.38281,,243598.4749,27901.04181,,1995
44,625700.6117,1290748.184,,,123964.9455,120547.4095,2549318.331,,249042.2832,,158659.5239,,,1995
45,635253.7351,1007830.305,,10529.43982,,29088.4814,1846447.646,,21448.14742,,149223.5983,40808.71978,,1995
46,229794.153,936391.4462,,,,95030.15824,1100900.048,,212042.8371,22150.65738,197587.2061,58393.93462,,1995
47,339982.2449,921050.8368,,71082.25045,,35333.92686,992799.4962,,139780.1022,,216510.4817,61621.53751,,1995
48,69381.51191,882144.6862,,,,70329.49984,397938.4615,,283454.2948,47537.0499,130375.9745,,,1995
