V,Country,Division,Species Name,Metric Tonnes
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,FINFISHES (NS) - FIN,4130
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,SKATES (NS) - SKA,1467
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC MACKEREL - MAC,650
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,POLLOCK (SAITHE) - POK,564
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC HERRING - HER,508
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,HADDOCK - HAD,312
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,SILVER HAKE - HKS,218
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,DOGFISHES (NS) - DGX,203
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,AMERICAN ANGLER - ANG,161
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,RED HAKE - HKR,128
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ARGENTINES (NS) - ARG,108
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,WITCH FLOUNDER - WIT,54
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,(NORTHERN) SHORTFIN SQUID - SQI,39
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC COD - COD,28
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,HADDOCK - HAD,10
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC REDFISHES (NS) - RED,9
1986,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,AMERICAN PLAICE - PLA,6
1986,UNITED STATES OF AMERICA - USA,4X,POLLOCK (SAITHE) - POK,226
1986,UNITED STATES OF AMERICA - USA,4X,WHITE HAKE - HKW,164
1986,UNITED STATES OF AMERICA - USA,4X,WITCH FLOUNDER - WIT,78
1986,UNITED STATES OF AMERICA - USA,4X,ATLANTIC COD - COD,68
1986,UNITED STATES OF AMERICA - USA,4X,ATLANTIC REDFISHES (NS) - RED,62
1986,UNITED STATES OF AMERICA - USA,4X,AMERICAN LOBSTER - LBA,52
1986,UNITED STATES OF AMERICA - USA,4X,HADDOCK - HAD,38
1986,UNITED STATES OF AMERICA - USA,4X,CUSK (TUSK) - USK,36
1986,UNITED STATES OF AMERICA - USA,4X,AMERICAN PLAICE - PLA,32
1986,UNITED STATES OF AMERICA - USA,4X,AMERICAN ANGLER - ANG,19
1986,UNITED STATES OF AMERICA - USA,4X,JONAH CRAB - CRJ,9
1986,UNITED STATES OF AMERICA - USA,4X,FLATFISHES (NS) - FLX,9
1986,UNITED STATES OF AMERICA - USA,4X,ATLANTIC ROCK CRAB - CRK,7
1986,UNITED STATES OF AMERICA - USA,4X,WOLFFISHES (CATFISH) (NS) - CAT,7
1986,UNITED STATES OF AMERICA - USA,4X,WINTER FLOUNDER - FLW,3
1986,UNITED STATES OF AMERICA - USA,4X,SILVER HAKE - HKS,1
1985,CANADA MARITIMES - CAN-M,4X,ATLANTIC HERRING - HER,130296
1985,CANADA MARITIMES - CAN-M,4VS,ATLANTIC COD - COD,41350
1985,CANADA MARITIMES - CAN-M,4X,POLLOCK (SAITHE) - POK,26685
1985,CANADA MARITIMES - CAN-M,4X,ATLANTIC COD - COD,20009
1985,CANADA MARITIMES - CAN-M,4VN,ATLANTIC COD - COD,17124
1985,CANADA MARITIMES - CAN-M,4X,HADDOCK - HAD,15314
1985,CANADA MARITIMES - CAN-M,4VS,POLLOCK (SAITHE) - POK,9382
1985,CANADA MARITIMES - CAN-M,4W,ATLANTIC COD - COD,9244
1985,CANADA MARITIMES - CAN-M,4W,ATLANTIC HERRING - HER,9237
1985,CANADA MARITIMES - CAN-M,4X,AMERICAN LOBSTER - LBA,9130
1985,CANADA MARITIMES - CAN-M,4X,SEA SCALLOP - SCA,7572
1985,CANADA MARITIMES - CAN-M,4VS,HADDOCK - HAD,7039
1985,CANADA MARITIMES - CAN-M,4X,ATLANTIC REDFISHES (NS) - RED,4410
1985,CANADA MARITIMES - CAN-M,4X,ATLANTIC MACKEREL - MAC,3968
1985,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HERRING - HER,3830
1985,CANADA MARITIMES - CAN-M,4X,SOFT CLAM - CLS,3796
1985,CANADA MARITIMES - CAN-M,4X,WHITE HAKE - HKW,3048
1985,CANADA MARITIMES - CAN-M,4VS,ATLANTIC REDFISHES (NS) - RED,2924
1985,CANADA MARITIMES - CAN-M,4W,HADDOCK - HAD,2862
1985,CANADA MARITIMES - CAN-M,4W,POLLOCK (SAITHE) - POK,2844
1985,CANADA MARITIMES - CAN-M,4VS,AMERICAN PLAICE - PLA,2682
1985,CANADA MARITIMES - CAN-M,4X,FLATFISHES (NS) - FLX,2200
1985,CANADA MARITIMES - CAN-M,4X,CUSK (TUSK) - USK,1821
1985,CANADA MARITIMES - CAN-M,4VN,ATLANTIC MACKEREL - MAC,1701
1985,CANADA MARITIMES - CAN-M,4W,ATLANTIC REDFISHES (NS) - RED,1630
1985,CANADA MARITIMES - CAN-M,4VN,AMERICAN LOBSTER - LBA,1629
1985,CANADA MARITIMES - CAN-M,4X,WOLFFISHES (CATFISH) (NS) - CAT,1391
1985,CANADA MARITIMES - CAN-M,4VN,ATLANTIC REDFISHES (NS) - RED,1390
1985,CANADA MARITIMES - CAN-M,4VN,WITCH FLOUNDER - WIT,1231
1985,CANADA MARITIMES - CAN-M,4W,WHITE HAKE - HKW,1105
1985,CANADA MARITIMES - CAN-M,4VN,AMERICAN PLAICE - PLA,1099
1985,CANADA MARITIMES - CAN-M,4W,SEA SCALLOP - SCA,840
1985,CANADA MARITIMES - CAN-M,4VN,POLLOCK (SAITHE) - POK,839
1985,CANADA MARITIMES - CAN-M,4X,WINTER FLOUNDER - FLW,794
1985,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,741
1985,CANADA MARITIMES - CAN-M,4X,ALEWIFE - ALE,695
1985,CANADA MARITIMES - CAN-M,4VS,YELLOWTAIL FLOUNDER - YEL,692
1985,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,606
1985,CANADA MARITIMES - CAN-M,4W,ATLANTIC MACKEREL - MAC,596
1985,CANADA MARITIMES - CAN-M,4W,AMERICAN LOBSTER - LBA,578
1985,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,555
1985,CANADA MARITIMES - CAN-M,4VS,WHITE HAKE - HKW,506
1985,CANADA MARITIMES - CAN-M,4VN,HADDOCK - HAD,495
1985,CANADA MARITIMES - CAN-M,4X,WITCH FLOUNDER - WIT,452
1985,CANADA MARITIMES - CAN-M,4X,AMERICAN ANGLER - ANG,359
1985,CANADA MARITIMES - CAN-M,4VS,WITCH FLOUNDER - WIT,356
1985,CANADA MARITIMES - CAN-M,4X,RED CRAB - CRR,340
1985,CANADA MARITIMES - CAN-M,4VN,WHITE HAKE - HKW,331
1985,CANADA MARITIMES - CAN-M,4X,AMERICAN PLAICE - PLA,282
1985,CANADA MARITIMES - CAN-M,4X,SWORDFISH - SWO,272
1985,CANADA MARITIMES - CAN-M,4VN,ALEWIFE - ALE,260
1985,CANADA MARITIMES - CAN-M,4VS,WOLFFISHES (CATFISH) (NS) - CAT,247
1985,CANADA MARITIMES - CAN-M,4W,ALEWIFE - ALE,189
1985,CANADA MARITIMES - CAN-M,4VN,YELLOWTAIL FLOUNDER - YEL,185
1985,CANADA MARITIMES - CAN-M,4W,AMERICAN PLAICE - PLA,174
1985,CANADA MARITIMES - CAN-M,4W,CUSK (TUSK) - USK,167
1985,CANADA MARITIMES - CAN-M,4X,GROUNDFISHES (NS) - GRO,164
1985,CANADA MARITIMES - CAN-M,4W,AMERICAN ANGLER - ANG,124
1985,CANADA MARITIMES - CAN-M,4W,SWORDFISH - SWO,115
1985,CANADA MARITIMES - CAN-M,4VN,PINK (=PANDALID) SHRIMPS - PAN,109
1985,CANADA MARITIMES - CAN-M,4W,SOFT CLAM - CLS,99
1985,CANADA MARITIMES - CAN-M,4X,PERIWINKLES (NS) - PER,95
1985,CANADA MARITIMES - CAN-M,4X,AMERICAN SHAD - SHA,90
1985,CANADA MARITIMES - CAN-M,4VN,WOLFFISHES (CATFISH) (NS) - CAT,86
1985,CANADA MARITIMES - CAN-M,4X,BLUE MUSSEL - MUS,80
1985,CANADA MARITIMES - CAN-M,4X,YELLOWTAIL FLOUNDER - YEL,73
1985,CANADA MARITIMES - CAN-M,4W,RED CRAB - CRR,60
1985,CANADA MARITIMES - CAN-M,4VS,CUSK (TUSK) - USK,54
1985,CANADA MARITIMES - CAN-M,4W,WITCH FLOUNDER - WIT,52
1985,CANADA MARITIMES - CAN-M,4VN,SEA SCALLOP - SCA,46
1985,CANADA MARITIMES - CAN-M,4W,QUEEN CRAB - CRQ,45
1985,CANADA MARITIMES - CAN-M,4X,OCEAN QUAHOG - CLQ,44
1985,CANADA MARITIMES - CAN-M,4VN,QUEEN CRAB - CRQ,43
1985,CANADA MARITIMES - CAN-M,4W,WOLFFISHES (CATFISH) (NS) - CAT,36
1985,CANADA MARITIMES - CAN-M,4VN,SWORDFISH - SWO,27
1985,CANADA MARITIMES - CAN-M,4VN,WINTER FLOUNDER - FLW,24
1985,CANADA MARITIMES - CAN-M,4W,GROUNDFISHES (NS) - GRO,19
1985,CANADA MARITIMES - CAN-M,4X,STURGEONS (NS) - STU,19
1985,CANADA MARITIMES - CAN-M,4X,LARGE SHARKS (NS) - SHX,15
1985,CANADA MARITIMES - CAN-M,4VS,GROUNDFISHES (NS) - GRO,15
1985,CANADA MARITIMES - CAN-M,4W,PINK (=PANDALID) SHRIMPS - PAN,15
1985,CANADA MARITIMES - CAN-M,4X,NORTHERN BLUEFIN TUNA - BFT,14
1985,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,14
1985,CANADA MARITIMES - CAN-M,4X,PORBEAGLE - POR,13
1985,CANADA MARITIMES - CAN-M,4VN,GROUNDFISHES (NS) - GRO,11
1985,CANADA MARITIMES - CAN-M,4X,SPINY (=PICKED) DOGFISH - DGS,11
1985,CANADA MARITIMES - CAN-M,4X,AMERICAN EEL - ELA,11
1985,CANADA MARITIMES - CAN-M,4VS,PINK (=PANDALID) SHRIMPS - PAN,10
1985,CANADA MARITIMES - CAN-M,4X,RAINBOW SMELT - SMR,10
1985,CANADA MARITIMES - CAN-M,4W,GREENLAND HALIBUT - GHL,10
1985,CANADA MARITIMES - CAN-M,4W,YELLOWTAIL FLOUNDER - YEL,9
1985,CANADA MARITIMES - CAN-M,4VN,AMERICAN CUPPED OYSTER - OYA,9
1985,CANADA MARITIMES - CAN-M,4VS,SKATES (NS) - SKA,7
1985,CANADA MARITIMES - CAN-M,4X,CLAMS (NS) - CLX,7
1985,CANADA MARITIMES - CAN-M,4X,(NORTHERN) SHORTFIN SQUID - SQI,7
1985,CANADA MARITIMES - CAN-M,4W,LARGE SHARKS (NS) - SHX,5
1985,CANADA MARITIMES - CAN-M,4VS,AMERICAN ANGLER - ANG,5
1985,CANADA MARITIMES - CAN-M,4VS,SWORDFISH - SWO,5
1985,CANADA MARITIMES - CAN-M,4VN,RAINBOW SMELT - SMR,4
1985,CANADA MARITIMES - CAN-M,4W,(NORTHERN) SHORTFIN SQUID - SQI,4
1985,CANADA MARITIMES - CAN-M,4W,PORBEAGLE - POR,4
1985,CANADA MARITIMES - CAN-M,4X,GREENLAND HALIBUT - GHL,3
1985,CANADA MARITIMES - CAN-M,4VS,WINTER FLOUNDER - FLW,3
1985,CANADA MARITIMES - CAN-M,4VS,FLATFISHES (NS) - FLX,3
1985,CANADA MARITIMES - CAN-M,4X,JONAH CRAB - CRJ,3
1985,CANADA MARITIMES - CAN-M,4W,JONAH CRAB - CRJ,3
1985,CANADA MARITIMES - CAN-M,4VS,SEA SCALLOP - SCA,3
1985,CANADA MARITIMES - CAN-M,4W,SPINY (=PICKED) DOGFISH - DGS,2
1985,CANADA MARITIMES - CAN-M,4X,SKATES (NS) - SKA,2
1985,CANADA MARITIMES - CAN-M,4VN,AMERICAN ANGLER - ANG,2
1985,CANADA MARITIMES - CAN-M,4VN,AMERICAN EEL - ELA,2
1985,CANADA MARITIMES - CAN-M,4X,HARD CLAM - CLH,2
1985,CANADA MARITIMES - CAN-M,4X,ATLANTIC RAZOR CLAM - CLR,2
1985,CANADA MARITIMES - CAN-M,4W,WINTER FLOUNDER - FLW,2
1985,CANADA MARITIMES - CAN-M,4X,SILVER HAKE - HKS,1
1985,CANADA MARITIMES - CAN-M,4W,SILVER HAKE - HKS,1
1985,CANADA MARITIMES - CAN-M,4VN,SKATES (NS) - SKA,1
1985,CANADA MARITIMES - CAN-M,4W,PELAGIC FISHES (NS) - PEL,1
1985,CANADA MARITIMES - CAN-M,4X,YELLOWFIN TUNA - YFT,1
1985,CANADA MARITIMES - CAN-M,4W,BLUE MUSSEL - MUS,1
1985,CANADA MARITIMES - CAN-M,4X,TUNAS (NS) - TUN,1
1985,CANADA MARITIMES - CAN-M,4VN,CUSK (TUSK) - USK,1
1985,CANADA MARITIMES - CAN-M,4W,FLATFISHES (NS) - FLX,1
1985,CANADA MARITIMES - CAN-M,4VN,MARINE CRABS (NS) - CRA,1
1985,CANADA MARITIMES - CAN-M,4X,MARINE CRABS (NS) - CRA,1
1985,CANADA MARITIMES - CAN-M,4VS,GREENLAND HALIBUT - GHL,1
1985,CANADA MARITIMES - CAN-M,4W,OCEAN QUAHOG - CLQ,1
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC COD - COD,5959
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC COD - COD,2922
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC REDFISHES (NS) - RED,1713
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,POLLOCK (SAITHE) - POK,1257
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC REDFISHES (NS) - RED,724
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,POLLOCK (SAITHE) - POK,513
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,HADDOCK - HAD,252
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,AMERICAN PLAICE - PLA,120
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,HADDOCK - HAD,103
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,YELLOWTAIL FLOUNDER - YEL,52
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,WITCH FLOUNDER - WIT,25
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,WOLFFISHES (CATFISH) (NS) - CAT,25
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,WHITE HAKE - HKW,20
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,WITCH FLOUNDER - WIT,17
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,17
1985,CANADA NEWFOUNDLAND - CAN-N,4W,POLLOCK (SAITHE) - POK,16
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,WHITE HAKE - HKW,14
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,AMERICAN PLAICE - PLA,8
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,7
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,WOLFFISHES (CATFISH) (NS) - CAT,6
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,YELLOWTAIL FLOUNDER - YEL,3
1985,CANADA NEWFOUNDLAND - CAN-N,4VN,GREENLAND HALIBUT - GHL,3
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,AMERICAN ANGLER - ANG,2
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,CUSK (TUSK) - USK,1
1985,CANADA NEWFOUNDLAND - CAN-N,4VS,GREENLAND HALIBUT - GHL,1
1985,CANADA QUEBEC - CAN-Q,4VN,ATLANTIC REDFISHES (NS) - RED,38
1985,CUBA - CUB,4W,SILVER HAKE - HKS,17683
1985,CUBA - CUB,4W,ARGENTINES (NS) - ARG,144
1985,CUBA - CUB,4W,ATLANTIC MACKEREL - MAC,130
1985,CUBA - CUB,4W,ATLANTIC REDFISHES (NS) - RED,93
1985,CUBA - CUB,4W,HADDOCK - HAD,79
1985,CUBA - CUB,4W,RED HAKE - HKR,68
1985,CUBA - CUB,4W,POLLOCK (SAITHE) - POK,66
1985,CUBA - CUB,4W,AMERICAN PLAICE - PLA,31
1985,CUBA - CUB,4W,CUSK (TUSK) - USK,24
1985,CUBA - CUB,4W,AMERICAN ANGLER - ANG,15
1985,CUBA - CUB,4W,ATLANTIC HALIBUT - HAL,14
1985,CUBA - CUB,4W,(NORTHERN) SHORTFIN SQUID - SQI,8
1985,CUBA - CUB,4W,YELLOWTAIL FLOUNDER - YEL,6
1985,CUBA - CUB,4W,ATLANTIC HERRING - HER,6
1985,CUBA - CUB,4W,FLATFISHES (NS) - FLX,6
1985,CUBA - CUB,4W,SKATES (NS) - SKA,5
1985,CUBA - CUB,4W,WITCH FLOUNDER - WIT,3
1985,CUBA - CUB,4W,WOLFFISHES (CATFISH) (NS) - CAT,3
1985,CUBA - CUB,4W,WHITE HAKE - HKW,2
1985,CUBA - CUB,4W,GROUNDFISHES (NS) - GRO,2
1985,CUBA - CUB,4W,ATLANTIC COD - COD,1
1985,FAROE ISLANDS - FRO,4X,PORBEAGLE - POR,77
1985,FAROE ISLANDS - FRO,4W,PORBEAGLE - POR,60
1985,FRANCE MAINLAND - E/FRA-M,4VN,ATLANTIC COD - COD,5310
1985,FRANCE MAINLAND - E/FRA-M,4VN,POLLOCK (SAITHE) - POK,44
1985,FRANCE MAINLAND - E/FRA-M,4VN,HADDOCK - HAD,21
1985,FRANCE MAINLAND - E/FRA-M,4VN,SKATES (NS) - SKA,7
1985,FRANCE MAINLAND - E/FRA-M,4VN,ATLANTIC HALIBUT - HAL,1
1985,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,ATLANTIC COD - COD,1452
1985,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,HADDOCK - HAD,38
1985,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,POLLOCK (SAITHE) - POK,33
1985,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,AMERICAN PLAICE - PLA,6
1985,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,ATLANTIC REDFISHES (NS) - RED,5
1985,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,SKATES (NS) - SKA,2
1985,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,WITCH FLOUNDER - WIT,1
1985,JAPAN - JPN,4VS,ATLANTIC REDFISHES (NS) - RED,854
1985,JAPAN - JPN,4W,SILVER HAKE - HKS,68
1985,JAPAN - JPN,4VN,ATLANTIC REDFISHES (NS) - RED,62
1985,JAPAN - JPN,4VS,SILVER HAKE - HKS,44
1985,JAPAN - JPN,4VS,ARGENTINES (NS) - ARG,21
1985,JAPAN - JPN,4VS,POLLOCK (SAITHE) - POK,17
1985,JAPAN - JPN,4VS,WHITE HAKE - HKW,16
1985,JAPAN - JPN,4VS,ATLANTIC HALIBUT - HAL,12
1985,JAPAN - JPN,4VS,ATLANTIC COD - COD,10
1985,JAPAN - JPN,4W,ATLANTIC REDFISHES (NS) - RED,10
1985,JAPAN - JPN,4X,SILVER HAKE - HKS,8
1985,JAPAN - JPN,4VS,GROUNDFISHES (NS) - GRO,7
1985,JAPAN - JPN,4VN,ATLANTIC COD - COD,5
1985,JAPAN - JPN,4W,AMERICAN ANGLER - ANG,4
1985,JAPAN - JPN,4W,(NORTHERN) SHORTFIN SQUID - SQI,3
1985,JAPAN - JPN,4VS,DOGFISHES (NS) - DGX,2
1985,JAPAN - JPN,4VS,HADDOCK - HAD,2
1985,JAPAN - JPN,4VN,DOGFISHES (NS) - DGX,2
1985,JAPAN - JPN,4X,ARGENTINES (NS) - ARG,2
1985,JAPAN - JPN,4W,WHITE HAKE - HKW,2
1985,JAPAN - JPN,4VN,WITCH FLOUNDER - WIT,2
1985,JAPAN - JPN,4VN,WHITE HAKE - HKW,1
1985,JAPAN - JPN,4X,CUSK (TUSK) - USK,1
1985,JAPAN - JPN,4W,DOGFISHES (NS) - DGX,1
1985,JAPAN - JPN,4X,HADDOCK - HAD,1
1985,JAPAN - JPN,4W,WITCH FLOUNDER - WIT,1
1985,JAPAN - JPN,4VS,WITCH FLOUNDER - WIT,1
1985,JAPAN - JPN,4W,FINFISHES (NS) - FIN,1
1985,JAPAN - JPN,4VN,GROUNDFISHES (NS) - GRO,1
1985,PORTUGAL - E/PRT,4W,SILVER HAKE - HKS,1338
1985,PORTUGAL - E/PRT,4VS,ATLANTIC COD - COD,870
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,SILVER HAKE - HKS,56337
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,FINFISHES (NS) - FIN,3187
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC MACKEREL - MAC,913
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,SKATES (NS) - SKA,421
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,DOGFISHES (NS) - DGX,369
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,POLLOCK (SAITHE) - POK,336
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,HADDOCK - HAD,275
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,(NORTHERN) SHORTFIN SQUID - SQI,247
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,AMERICAN ANGLER - ANG,139
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ARGENTINES (NS) - ARG,125
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC REDFISHES (NS) - RED,111
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC HERRING - HER,58
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,WITCH FLOUNDER - WIT,57
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,RED HAKE - HKR,46
1985,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC COD - COD,21
1985,UNITED STATES OF AMERICA - USA,4X,SEA SCALLOP - SCA,169
1985,UNITED STATES OF AMERICA - USA,4X,POLLOCK (SAITHE) - POK,152
1985,UNITED STATES OF AMERICA - USA,4X,AMERICAN LOBSTER - LBA,80
1985,UNITED STATES OF AMERICA - USA,4X,WITCH FLOUNDER - WIT,73
1985,UNITED STATES OF AMERICA - USA,4X,WHITE HAKE - HKW,61
1985,UNITED STATES OF AMERICA - USA,4X,ATLANTIC COD - COD,47
1985,UNITED STATES OF AMERICA - USA,4X,AMERICAN PLAICE - PLA,35
1985,UNITED STATES OF AMERICA - USA,4X,ATLANTIC REDFISHES (NS) - RED,32
1985,UNITED STATES OF AMERICA - USA,4X,HADDOCK - HAD,25
1985,UNITED STATES OF AMERICA - USA,4X,CUSK (TUSK) - USK,21
1985,UNITED STATES OF AMERICA - USA,4X,AMERICAN ANGLER - ANG,10
1985,UNITED STATES OF AMERICA - USA,4X,WOLFFISHES (CATFISH) (NS) - CAT,10
1985,UNITED STATES OF AMERICA - USA,4X,JONAH CRAB - CRJ,8
1985,UNITED STATES OF AMERICA - USA,4X,ATLANTIC ROCK CRAB - CRK,5
1985,UNITED STATES OF AMERICA - USA,4X,SWORDFISH - SWO,3
1985,UNITED STATES OF AMERICA - USA,4X,RED HAKE - HKR,1
1985,UNITED STATES OF AMERICA - USA,4X,WINTER FLOUNDER - FLW,1
1985,UNITED STATES OF AMERICA - USA,4X,ATLANTIC HALIBUT - HAL,1
1984,CANADA MARITIMES - CAN-M,4X,ATLANTIC HERRING - HER,81554
1984,CANADA MARITIMES - CAN-M,4VS,ATLANTIC COD - COD,40394
1984,CANADA MARITIMES - CAN-M,4X,ATLANTIC COD - COD,22163
1984,CANADA MARITIMES - CAN-M,4X,HADDOCK - HAD,19682
1984,CANADA MARITIMES - CAN-M,4X,POLLOCK (SAITHE) - POK,18856
1984,CANADA MARITIMES - CAN-M,4VN,ATLANTIC COD - COD,16986
1984,CANADA MARITIMES - CAN-M,4X,SEA SCALLOP - SCA,9904
1984,CANADA MARITIMES - CAN-M,4W,ATLANTIC COD - COD,9648
1984,CANADA MARITIMES - CAN-M,4W,ATLANTIC HERRING - HER,8588
1984,CANADA MARITIMES - CAN-M,4X,AMERICAN LOBSTER - LBA,8176
1984,CANADA MARITIMES - CAN-M,4W,POLLOCK (SAITHE) - POK,5812
1984,CANADA MARITIMES - CAN-M,4VS,POLLOCK (SAITHE) - POK,4702
1984,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HERRING - HER,4580
1984,CANADA MARITIMES - CAN-M,4VS,AMERICAN PLAICE - PLA,3971
1984,CANADA MARITIMES - CAN-M,4W,HADDOCK - HAD,3938
1984,CANADA MARITIMES - CAN-M,4X,SOFT CLAM - CLS,3559
1984,CANADA MARITIMES - CAN-M,4X,WHITE HAKE - HKW,3143
1984,CANADA MARITIMES - CAN-M,4X,ATLANTIC REDFISHES (NS) - RED,3129
1984,CANADA MARITIMES - CAN-M,4VS,HADDOCK - HAD,3058
1984,CANADA MARITIMES - CAN-M,4X,ATLANTIC MACKEREL - MAC,2828
1984,CANADA MARITIMES - CAN-M,4VN,ATLANTIC MACKEREL - MAC,2416
1984,CANADA MARITIMES - CAN-M,4X,CUSK (TUSK) - USK,2391
1984,CANADA MARITIMES - CAN-M,4VS,YELLOWTAIL FLOUNDER - YEL,2067
1984,CANADA MARITIMES - CAN-M,4X,FLATFISHES (NS) - FLX,1993
1984,CANADA MARITIMES - CAN-M,4VS,ATLANTIC REDFISHES (NS) - RED,1735
1984,CANADA MARITIMES - CAN-M,4W,ATLANTIC REDFISHES (NS) - RED,1670
1984,CANADA MARITIMES - CAN-M,4VN,AMERICAN LOBSTER - LBA,1420
1984,CANADA MARITIMES - CAN-M,4VN,AMERICAN PLAICE - PLA,1387
1984,CANADA MARITIMES - CAN-M,4X,WOLFFISHES (CATFISH) (NS) - CAT,1254
1984,CANADA MARITIMES - CAN-M,4VN,ATLANTIC REDFISHES (NS) - RED,1200
1984,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,924
1984,CANADA MARITIMES - CAN-M,4VN,WITCH FLOUNDER - WIT,880
1984,CANADA MARITIMES - CAN-M,4X,WINTER FLOUNDER - FLW,870
1984,CANADA MARITIMES - CAN-M,4W,SEA SCALLOP - SCA,770
1984,CANADA MARITIMES - CAN-M,4X,ALEWIFE - ALE,742
1984,CANADA MARITIMES - CAN-M,4W,WHITE HAKE - HKW,688
1984,CANADA MARITIMES - CAN-M,4W,ATLANTIC MACKEREL - MAC,592
1984,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,572
1984,CANADA MARITIMES - CAN-M,4W,AMERICAN LOBSTER - LBA,487
1984,CANADA MARITIMES - CAN-M,4X,GROUNDFISHES (NS) - GRO,471
1984,CANADA MARITIMES - CAN-M,4VN,PINK (=PANDALID) SHRIMPS - PAN,471
1984,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,432
1984,CANADA MARITIMES - CAN-M,4X,WITCH FLOUNDER - WIT,431
1984,CANADA MARITIMES - CAN-M,4VN,POLLOCK (SAITHE) - POK,351
1984,CANADA MARITIMES - CAN-M,4X,AMERICAN ANGLER - ANG,334
1984,CANADA MARITIMES - CAN-M,4VS,WHITE HAKE - HKW,295
